Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Year to be a unicorn,Return on investment
XtalPi,2,11/08/2021,Artificial Intelligence,Shenzhen,China,Asia,2014,1,"Tencent Holdings, 5Y Capital, Sequoia Capital China",7,2
Zilch,2,10/11/2021,Fintech,London,United Kingdom,Europe,2018,0,"Gauss Ventures, Ventura Capital, dmg ventures",3,0
56PINGTAI,1,25/01/2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2013,0,"QF Capital, QC Capital, Unicom Innovation Venture Capital",8,0
Alzheon,1,30/09/2020,Health,Framingham,United States,North America,2013,0,"ARCH Venture Partners, Ally Bridge Group",7,0
Aprogen,1,31/05/2019,Health,Seongnam-Si,South Korea,Asia,2000,0,"Lindeman Asia Investment, Nichi-Iko Pharmaceutical",19,0
Axtria,1,13/05/2021,Data management & analytics,Berkeley Heights,United States,North America,2009,0,"Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India",12,0
Cell C,1,07/08/2017,Mobile & telecommunications,Midrand,South Africa,Africa,2000,1,"Blue Label Telecoms, Net1 UEPS Technologies",17,1
China Cloud,1,11/06/2018,Hardware,Wuxi,China,Asia,2010,1,"V Star Capital, GF Xinde Investment Management Co., Haitong Leading Capital Management",8,1
CredAvenue,1,07/03/2022,Fintech,Chennai,India,Asia,2017,0,"Insight Partners, B Capital Group, Lightspeed Venture Partners",5,0
DeepBlue Technology,1,16/04/2018,Artificial Intelligence,Shanghai,China,Asia,2014,0,"DESUN Capital, Yunfeng Capital, Meridian Capital",4,0
dMed Biopharmaceutical,1,12/07/2021,Health,Shanghai,China,Asia,2016,0,"Qiming Venture Partners, Vivo Capital, Sequoia Capital China",5,0
Einride,1,31/12/2021,Auto & transportation,Stockholm,Sweden,Europe,2016,0,"Temasek, BUILD Capital Partners, Northzone Ventures",5,0
EQRx,1,11/01/2021,Health,Cambridge,United States,North America,2020,1,"Nextech Invest, Casdin Capital, Google Ventures",1,1
Everly Health,1,03/12/2020,E-commerce & direct-to-consumer,Austin,United States,North America,2015,0,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures",5,0
Fair,1,20/12/2018,Auto & transportation,Santa Monica,United States,North America,2016,2,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group",2,1
Flipboard,1,22/07/2015,Internet software & services,Palo Alto,United States,North America,2010,0,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners",5,0
Globality,1,22/01/2019,Artificial Intelligence,Menlo Park,United States,North America,2015,0,SoftBank Group,4,0
Hosjoy,1,18/10/2018,E-commerce & direct-to-consumer,Nanjing,China,Asia,2009,0,"U.S.-China Green Fund, Founder H Fund, Richland Equities",9,0
Huisuanzhang,1,24/05/2021,Fintech,Beijing,China,Asia,2015,0,"IDG Capital, Gaocheng Capital, Chuanrong Capital",6,0
HuJiang,1,29/10/2015,Edtech,Shanghai,China,Asia,2001,0,"China Minsheng Investment, Baidu, Wanxin Media",14,0
Hyperchain,1,11/04/2021,Fintech,Hangzhou,China,Asia,2016,0,"Yinhong Equity Investment Fund, E Fund, Ideal International",5,0
iTutorGroup,1,18/11/2015,Edtech,Shanghai,China,Asia,1998,0,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital",17,0
JimuBox,1,21/04/2015,Fintech,Beijing,China,Asia,2013,0,"Matrix Partners China, Ventech China, Shunwei Capital Partners",2,0
Juma Peisong,1,26/11/2018,"Supply chain, logistics, & delivery",Chengdu,China,Asia,2011,0,"Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital",7,0
Justworks,1,28/01/2020,Internet software & services,New York,United States,North America,2012,0,"Index Ventures, Thrive Capital, Bain Capital Ventures",8,0
Keenon Robotics,1,15/09/2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2010,0,"Yunqi Partners, SoftBank Group, iVision Ventures",11,0
Kuaigou Dache,1,13/07/2018,"Supply chain, logistics, & delivery",Tianjin,China,Asia,2014,1,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds",4,1
LifeMiles,1,13/07/2015,Other,Bogota,Colombia,South America,2011,0,Advent International,4,0
LinkSure Network,1,01/01/2015,Mobile & telecommunications,Shanghai,China,Asia,2013,0,N/A,2,0
MobiKwik,1,13/10/2021,Fintech,Gurugram,India,Asia,2009,0,"Sequoia Capital India, The Times Group, GMO VenturePartners",12,0
Modernizing Medicine,1,10/05/2017,Health,Boca Raton,United States,North America,2010,0,"Warburg Pincus, Summit Partners, Sands Capital",7,0
OVH,1,15/08/2016,Other,Roubaix,France,Europe,1999,1,"KKR, TowerBrook Capital Partners",17,1
Phenom People,1,07/04/2021,Internet software & services,Ambler,United States,North America,2011,0,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures",10,0
Pipa Coding,1,25/03/2021,Edtech,Beijing,China,Asia,2017,0,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management",4,0
Qingting FM,1,02/06/2021,Internet software & services,Shanghai,China,Asia,2011,0,"China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group",10,0
Rad Power Bikes,1,28/10/2021,Auto & transportation,Seattle,United States,North America,2007,0,"Durable Capital Partners, Cercano Management, T. Rowe Price",14,0
Shukun Technology,1,16/08/2021,Artificial Intelligence,Beijing,China,Asia,2017,0,"Marathon Venture Partners, Huagai Capital, China Creation Ventures",4,0
Shulan Health,1,01/03/2021,Health,Hangzhou,China,Asia,2015,0,Qiming Venture Partners,6,0
SITECH DEV,1,16/05/2019,Other,Guiyang,China,Asia,2017,0,China Prosperity Capital,2,0
Snapdeal,1,21/05/2014,E-commerce & direct-to-consumer,New Delhi,India,Asia,2008,2,"SoftBankGroup, Blackrock, Alibaba Group",6,1
SumUp,1,16/07/2019,Fintech,London,United Kingdom,Europe,2011,1,"American Express Ventures, Goldman Sachs, Bain Capital Credit",8,1
TalkingData,1,06/01/2021,Mobile & telecommunications,Beijing,China,Asia,2013,0,"N5 Capital, CR Capital Mgmt, JD Digits",8,0
TUNGEE,1,15/12/2021,Artificial Intelligence,Guangzhou,China,Asia,2016,0,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",5,0
UISEE Technology,1,25/01/2021,"Supply chain, logistics, & delivery",Beijing,China,Asia,2016,0,"Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures",5,0
Valgen Medtech,1,06/05/2021,Health,Hangzhou,China,Asia,2015,0,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners",6,0
Vectra Networks,1,29/04/2021,Artificial Intelligence,San Jose,United States,North America,2011,0,"IA Ventures, Khosla Ventures, AME Cloud Ventures",10,0
Venafi,1,10/12/2020,Cybersecurity,Salt Lake City,United States,North America,2000,0,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",20,0
Wacai,1,18/07/2018,Mobile & telecommunications,Hangzhou,China,Asia,2009,0,"Qiming Venture Partners, China Broadband Capital, CDH Investments",9,0
WeBull,1,18/02/2021,Fintech,Changsha,China,Asia,2016,0,"Bojiang Capital, Hongdao Capital, Mobai Capital",5,0
WTOIP,1,08/04/2018,Internet software & services,Guangzhou,China,Asia,2013,0,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital",5,0
Xiaobing,1,12/07/2021,Fintech,Beijing,China,Asia,2020,0,"NetEase Capital, Northern Light Venture Capital, Microsoft",1,0
Xiaoe Tech,1,15/06/2021,Internet software & services,Shenzhen,China,Asia,2015,0,"GGV Capital, Hillhouse Capital Management, IDG Capital",6,0
Yiguo,1,09/11/2016,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2005,1,"Alibaba Group, KKR, Goldman Sachs",11,1
Yimidida,1,14/01/2019,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,1,"Source Code Capital, Global Logistic Properties, K2VC",4,1
Yipin Shengxian,1,11/03/2019,E-commerce & direct-to-consumer,Hefei,China,Asia,2017,1,"Eastern Bell Capital, Capital Today, Longzhu Capital",2,1
Ynsect,1,21/02/2019,Other,Evry,France,Europe,2011,0,"Astanor Ventures, Upfront Ventures, IDInvest Partners",8,0
Hello TransTech,1,01/06/2018,Auto & transportation,Shanghai,China,Asia,2016,2,"Ant Financial Services Group, GGV Capital",2,1
Miaoshou Doctor,1,27/06/2019,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,1,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",4,1
ECARX,1,26/10/2020,Auto & transportation,Wuhan,China,Asia,2016,0,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund",4,0
Eat Just,1,30/11/2017,Consumer & retail,San Francisco,United States,North America,2011,0,"Khosla Ventures, Horizons Ventures, Founders Fund",6,0
Trumid,1,15/07/2020,Fintech,New York,United States,North America,2014,1,"T. Rowe Price, Dragoneer Investment Group, BlackRock",6,1
Qualia,1,21/12/2020,Fintech,San Francisco,United States,North America,2015,0,"8VC, Menlo Ventures, Tiger Global Management",5,0
Beisen,1,11/05/2021,Internet software & services,Beijing,China,Asia,2002,0,"Matrix Partners China, Sequoia Capital China, Genesis Capital",19,0
Earnix,1,21/02/2021,Fintech,Giv'atayim,Israel,Asia,2001,0,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners",20,0
Kujiale,1,25/10/2019,Internet software & services,Hangzhou,China,Asia,2011,0,"GGV Capital, IDG Capital, Linear Venture",8,0
Orca Security,1,23/03/2021,Cybersecurity,Portland,United States,North America,2019,1,"YL Ventures, Redpoint Ventures, GGV Capital",2,1
Apus Group,1,16/01/2015,Mobile & telecommunications,Beijing,China,Asia,2014,0,"Redpoint Ventures, QiMing Venture Partners, Chengwei Capital",1,0
Forte Labs,1,12/05/2021,Fintech,San Francisco,United States,North America,2018,1,"Iris Capital, Accel, Elaia Partners",3,1
CureFit,1,10/11/2021,Health,Bengaluru,India,Asia,2016,1,"Chiratae Ventures, Accel, Kalaari Capital",5,1
DT Dream,1,08/06/2017,Data management & analytics,Hangzhou,China,Asia,2015,0,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital",2,0
fabric,1,24/02/2022,E-commerce & direct-to-consumer,Bellevue,United States,North America,2017,0,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",5,0
JOLLY Information Technology,1,29/05/2018,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2008,0,"Legend Capital, CDH Investments, Sequoia Capital China",10,0
K Health,1,19/01/2021,Health,New York,United States,North America,2016,0,"Max Ventures, Mangrove Capital Partners, 14W",5,0
Mofang Living,1,13/04/2016,E-commerce & direct-to-consumer,Shanghai,China,Asia,2009,1,"Warburg Pincus, Aviation Industry Corporation of China",7,1
Spendesk,1,18/01/2022,Fintech,Paris,France,Europe,2015,0,"Index Ventures, Eight Roads Ventures, General Atlantic",7,0
TaxBit,1,04/08/2021,Fintech,Draper,United States,North America,2018,0,"Insight Partners, Coinbase Ventures, PayPal Ventures",3,0
XiaoZhu,1,01/11/2017,Travel,Beijing,China,Asia,2012,1,"Morningside Ventures, Capital Today, JOY Capital",5,1
Yijiupi,1,20/09/2018,Consumer & retail,Beijing,China,Asia,2014,1,"Source Code Capital, Meituan Dianping, Tencent Holdings",4,1
YunQuNa,1,29/06/2021,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2015,0,"Source Code Capital, Coatue Management, DCM Ventures",6,0
Bordrin Motors,1,03/06/2019,Auto & transportation,Shanghai,China,Asia,2016,0,"China Grand Prosperity Investment, CSC Group",3,0
Aleo,1,07/02/2022,Cybersecurity,San Francisco,United States,North America,2019,0,"Slow Ventures, Andreessen Horowitz, SoftBank Group",3,0
Coocaa,1,16/03/2018,Hardware,Shenzhen,China,Asia,2006,0,"Baidu, Tencent Holdings",12,0
Gymshark,1,14/08/2020,E-commerce & direct-to-consumer,Solihull,United Kingdom,Europe,2012,0,General Atlantic,8,0
M1 Finance,1,14/07/2021,Fintech,Chicago,United States,North America,2015,0,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",6,0
Ouyeel,1,27/06/2019,Internet software & services,Shanghai,China,Asia,2015,0,Taigang Venture Capital,4,0
SonderMind,1,28/07/2021,Health,Denver,United States,North America,2014,0,"Kickstart Fund, General Catalyst, Drive Capital",7,0
Astranis Space Technologies,1,14/04/2021,Mobile & telecommunications,San Francisco,United States,North America,2015,0,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund",6,0
Away,1,15/05/2019,E-commerce & direct-to-consumer,New York,United States,North America,2015,0,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",4,0
Cabify,1,22/01/2018,Auto & transportation,Madrid,Spain,Europe,2011,0,"Seaya Ventures, Otter Rock Capital, Rakuten",7,0
Clarify Health,1,05/04/2022,Health,San Francisco,United States,North America,2015,0,"KKR, Aspenwood Ventures, Spark Capital",7,0
Coda,1,08/07/2021,Internet software & services,Mountain View,United States,North America,2014,0,"Greylock Partners, General Catalyst, Khosla Ventures",7,0
Deezer,1,02/08/2018,Internet software & services,Paris,France,Europe,2007,1,"Orange Digital Ventures, Access Industries",11,1
Degreed,1,13/04/2021,Edtech,Pleasanton,United States,North America,2012,0,"Signal Peak Ventures, Owl Ventures, Jump Capital",9,0
Deliverect,1,24/01/2022,Fintech,Ghent,Belgium,Europe,2018,0,"Newion Partners, SmartFin Capital, OMERS Ventures",4,0
Envoy,1,11/01/2022,Internet software & services,San Francisco,United States,North America,2013,0,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",9,0
Epidemic Sound,1,11/03/2021,Internet software & services,Stockholm,Sweden,Europe,2009,1,"EQT Partners, Blackstone",12,1
Figment,1,20/12/2021,Internet software & services,Toronto,Canada,North America,2018,0,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",3,0
Firebolt,1,26/01/2022,Data management & analytics,Tel Aviv,Israel,Asia,2019,0,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",3,0
Five Star Business Finance,1,26/03/2021,Other,Chennai,India,Asia,1984,1,"Sequoia Capital India, Tiger Global Management, Tencent",37,1
GupShup,1,08/04/2021,Internet software & services,San Francisco,United States,North America,2011,0,"Helion Venture Partners, Tiger Global management, CRV",10,0
Kong,1,31/12/2020,Internet software & services,San Francisco,United States,North America,2007,0,"New Enterprise Associates, CRV, Index Ventures",13,0
Koudai,1,23/10/2014,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,0,"New Enterprise Associates, Tiger Global management, Tencent",4,0
Panther Labs,1,02/12/2021,Cybersecurity,San Francisco,United States,North America,2018,0,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",3,0
Papa,1,04/11/2021,Health,Miami,United States,North America,2016,0,"Initialized Capital, Canaan Partners, Sound Ventures",5,0
Pristyn Care,1,07/12/2021,Health,Gurugram,India,Asia,2018,0,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",3,0
Rebel Foods,1,07/10/2021,E-commerce & direct-to-consumer,Pune,India,Asia,2011,1,"Sequoia Capital India, Lightbox Ventures, Coatue Management",10,1
Salt Security,1,10/02/2022,Cybersecurity,Palo Alto,United States,North America,2016,0,"Y Combinator, S Capital, Tenaya Capital",6,0
Scalable Capital,1,08/06/2021,Fintech,Munich,Germany,Europe,2014,0,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",7,0
SparkCognition,1,25/01/2022,Artificial Intelligence,Austin,United States,North America,2013,0,"March Capital Partners, Temasek, Doha Venture Capital",9,0
Stash,1,03/02/2021,Fintech,New York,United States,North America,2015,0,"Goodwater Capital, Entree Capital, Valar Ventures",6,0
Symphony,1,16/05/2017,Fintech,New York,United States,North America,2014,1,"BNP Paribas, Goldman Sachs, Google",3,1
Tripledot,1,14/02/2022,Mobile & telecommunications,London,United Kingdom,Europe,2017,0,"Lightspeed Venture Partners, Access Industries, Eldridge",5,0
VideoAmp,1,21/10/2021,Internet software & services,Los Angeles,United States,North America,2014,0,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",7,0
Yidian Zixun,1,17/10/2017,Mobile & telecommunications,Beijing,China,Asia,2021,0,"Phoenix New Media, Tianjin Haihe Industry Fund",-4,0
Yotpo,1,18/03/2021,Internet software & services,New York,United States,North America,2011,0,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",10,0
Neon,1,14/02/2022,Fintech,Sao Paulo,Brazil,South America,2016,1,"Propel Venture Partners, Monashees+, BBVA",6,1
Veepee,1,02/07/2007,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,2001,0,"Summit Partners, Qatar Holding",6,0
Alloy,1,30/09/2021,Fintech,New York,United States,North America,2015,0,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",6,0
Epirus,1,14/02/2022,Other,Hawthorne,United States,North America,2018,0,"8VC, Bedrock Capital, Broom Ventures",4,0
Klook,1,07/08/2018,Travel,Central,Hong Kong,Asia,2014,1,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",4,1
Yaoshibang,1,15/06/2021,Health,Guangzhou,China,Asia,2015,1,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",6,1
Signifyd,1,15/04/2021,Fintech,San Jose,United States,North America,2011,0,"Menlo Ventures, Resolute Ventures, IA Ventures",10,0
Motorway,1,29/11/2021,E-commerce & direct-to-consumer,London,United Kingdom,Europe,2017,0,"Marchmont Ventures, BMW i Ventures, Index Ventures",4,0
RIDI,1,24/01/2022,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2008,0,"Atinum Investment, Company K Partners, GIC",14,0
Athletic Greens,1,25/01/2022,Health,New York,United States,North America,2010,0,"SC.Holdings, Not Boring Capital, Bolt Ventures",12,0
GPclub,1,22/10/2018,Other,Seoul,South Korea,Asia,2003,0,Goldman Sachs,15,0
Grove Collaborative,1,06/09/2019,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,1,"MHS Capital, NextView Ventures, Mayfield Fund",3,1
Tongdun Technology,1,25/04/2019,Cybersecurity,Hangzhou,China,Asia,2013,0,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",6,0
Unisound,1,19/07/2018,Artificial Intelligence,Beijing,China,Asia,2012,0,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",6,0
Betterment,1,29/09/2021,Fintech,New York,United States,North America,2010,0,"Bessemer Venture Partners, Menlo Ventures, Anthermis",11,0
Cava Group,1,27/04/2021,Other,Washington,United States,North America,2010,1,"SWaN & Legend Ventures, Revolution Growth, Invus Group",11,1
CoinTracker,1,27/01/2022,Fintech,San Francisco,United States,North America,2017,0,"Initialized Capital, General Catalyst, Kraken Ventures",5,0
DistroKid,1,16/08/2021,Internet software & services,New York,United States,North America,2013,0,"Insight Partners, Silversmith Capital Partners, Spotify",8,0
Domestika,1,27/01/2022,Internet software & services,Berkeley,United States,North America,2012,0,"Zeev Ventures, GSV Ventures",10,0
Flock Freight,1,20/10/2021,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,0,"SignalFire, GLP Capital Partners, Google Ventures",6,0
InSightec,1,06/03/2020,Health,Tirat Carmel,Israel,Asia,1999,1,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",21,1
Island,1,23/03/2022,Internet software & services,Dallas,United States,North America,2020,0,"Insight Partners, Sequoia Capital, Stripes Group",2,0
iTrustCapital,1,11/01/2022,Fintech,Long Beach,United States,North America,2018,0,"Left Lane Capital, Walden Venture Capital",4,0
Konfio,1,29/09/2021,Fintech,Mexico City,Mexico,North America,2013,0,"Kaszek Ventures, QED Investors, International Finance Corporation",8,0
LinkTree,1,16/03/2022,Internet software & services,Melbourne,Australia,Oceania,2016,0,"AirTree Ventures, Insight Partners, Index Ventures",6,0
Loadsmart,1,01/02/2022,"Supply chain, logistics, & delivery",New York,United States,North America,2014,0,"Chromo Invest, Maersk Growth, BlackRock",8,0
Lukka,1,14/01/2022,Fintech,New York,United States,North America,2014,0,"Liberty City Ventures, Soros Fund Management, Summer Capital",8,0
Manner,1,24/12/2020,Other,Shanghai,China,Asia,2015,0,"Coatue Management, H Capital, Capital Today",5,0
The Brandtech Group,1,19/11/2019,Other,New York,United States,North America,2015,1,Undisclosed,4,1
TravelPerk,1,12/01/2022,Travel,Barcelona,Spain,Europe,2015,0,"LocalGlobe, Kinnevik, Felix Capital",7,0
YugaByte,1,28/10/2021,Data management & analytics,Sunnyvale,United States,North America,2016,0,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",5,0
Intercom,1,27/03/2018,Internet software & services,San Francisco,United States,North America,2011,0,"FirstMark Capital, Tiger Global Management",7,0
OVO Energy,1,14/02/2019,Other,Bristol,United Kingdom,Europe,2009,0,"Mitsubishi Corporation, Mayfair Equity Partners",10,0
BigID,1,16/12/2020,Cybersecurity,New York,United States,North America,2015,0,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",5,0
CaptivateIQ,1,26/01/2022,Fintech,San Francisco,United States,North America,2014,0,"Sequoia Capital, Y Combinator, Accel",8,0
Flipdish,1,13/01/2022,Internet software & services,Dublin,Ireland,Europe,2015,0,"Tencent Holdings, Tiger Global Management, Global Founders Capital",7,0
Honor Technology,1,05/10/2021,Internet software & services,San Francisco,United States,North America,2014,0,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",7,0
Incode Technologies,1,07/12/2021,Cybersecurity,San Francisco,United States,North America,2015,0,"Dila Capital, Framework Ventures, 3L",6,0
Kuaikan Manhua,1,01/12/2017,Internet software & services,Beijing,China,Asia,2014,1,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",3,1
Marshmallow,1,08/09/2021,Fintech,London,United Kingdom,Europe,2017,0,"Passion Capital, Hedosophia, Outrun Ventures",4,0
Mythical Games,1,04/11/2021,Internet software & services,Sherman Oaks,United States,North America,2018,0,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",3,0
Route,1,21/01/2022,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,1,"Madrona Venture Group, Banner Ventures, FJ Labs",4,1
Tackle.io,1,21/12/2021,Internet software & services,Boise,United States,North America,2016,0,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",5,0
Nexii,1,08/09/2021,Other,Vancouver,Canada,North America,2020,0,"Trane Technologies, Honeywell",1,0
GalaxySpace,1,17/11/2020,Mobile & telecommunications,Beijing,China,Asia,2016,0,"Shunwei Capital Partners, 5Y Capital, Legend Capital",4,0
Insider,1,28/02/2022,Internet software & services,Istanbul,Turkey,Europe,2012,0,"Wamda Capital, Endeavor, Riverwood Capital",10,0
Spiber,1,08/09/2021,Other,Tsuruoka,Japan,Asia,2007,1,"Cool Japan Fund, JAFCO, The Carlyle Group",14,1
Ada Support,1,07/05/2021,Artificial Intelligence,Toronto,Canada,North America,2016,0,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",5,0
AgentSync,1,07/12/2021,Fintech,Denver,United States,North America,2018,0,"Craft Ventures, Caffeinated Capital, Operator Collective",3,0
Alation,1,03/06/2021,Internet software & services,Redwood City,United States,North America,2012,0,"Costanoa Ventures, Data Collective, Salesforce Ventures",9,0
BigPanda,1,12/01/2022,Artificial Intelligence,Mountain View,United States,North America,2012,0,"Advent International, Battery Ventures, Sequoia Capital Israel",10,0
CarDekho,1,13/10/2021,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,0,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",13,0
Copado,1,13/09/2021,Data management & analytics,Chicago,United States,North America,2013,0,"Insight Partners, Salesforce Ventures, Perpetual Investors",8,0
DailyPay,1,18/05/2021,Fintech,New York,United States,North America,2016,0,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",5,0
FloQast,1,21/07/2021,Fintech,Los Angeles,United States,North America,2013,0,"Polaris Partners, Insight Partners, Norwest Venture Partners",8,0
Gem,1,28/09/2021,Internet software & services,San Francisco,United States,North America,2017,0,"Accel, Greylock Partners, Meritech Capital Partners",4,0
GrubMarket,1,14/09/2021,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,0,"GGV Capital, BlackRock, ACE & Company",8,0
Helium Systems,1,22/02/2022,Internet software & services,San Francisco,United States,North America,2013,0,"FirstMark Capital, Tiger Global Management, FTX Venture",9,0
Inari,1,12/05/2021,Other,Cambridge,United States,North America,2016,0,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai",5,0
Jokr,1,02/12/2021,E-commerce & direct-to-consumer,New York,United States,North America,2021,0,"GGV Capital, Tiger Global Management, Greycroft",0,0
LivSpace,1,08/02/2022,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,0,"Jungle Ventures, Helion Venture Partners, INGKA Investments",7,0
Merama,1,09/12/2021,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,0,"SoftBank Latin America Fund, Advent International, Balderton Capital",1,0
MindTickle,1,03/08/2021,Internet software & services,San Francisco,United States,North America,2012,0,"Qualcomm Ventures, Accel, Canaan Partners",9,0
MyGlamm,1,10/11/2021,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,0,"L'Occitane, Trifecta Capital, Bessemer Venture Partners",6,0
Oda,1,02/06/2021,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,0,"Kinnevik, Softbank Group, Prosus Ventures",8,0
Offchain Labs,1,31/08/2021,Internet software & services,Princeton,United States,North America,2018,0,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners",3,0
Phantom,1,31/01/2022,Fintech,San Francisco,United States,North America,2021,0,"Paradigm, Andreessen Horowitz, Jump Capital",1,0
Pilot.com,1,26/03/2021,Fintech,San Francisco,United States,North America,2016,0,"Index Ventures, Sequoia Capital, Bezos Expeditions",5,0
Prime Medicine,1,13/07/2021,Health,Cambridge,United States,North America,2019,0,"Newpath Partners, Google Ventures, F-Prime Capital",2,0
Public,1,17/02/2021,Fintech,New York,United States,North America,2008,0,"Accel, Greycroft, Advancit Capital",13,0
Qumulo,1,16/07/2020,Data management & analytics,Seattle,United States,North America,2012,0,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners",8,0
Rohlik,1,01/07/2021,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,0,"Partech Partners, Index Ventures, Quadrille Capital",2,0
SeekOut,1,12/01/2022,Internet software & services,Bellevue,United States,North America,2017,0,"Mayfield, Madrona Venture Group, Tiger Global Management",5,0
SmartMore,1,24/06/2021,Artificial Intelligence,Shenzhen,China,Asia,2019,0,"IDG Capital, ZhenFund, Sequoia Capital China",2,0
Tealium,1,03/02/2021,Internet software & services,San Diego,United States,North America,2008,0,"Georgian Partners, Silver Lake, Presidio Ventures",13,0
UpGrad,1,09/08/2021,Edtech,Mumbai,India,Asia,2015,0,"Qualcomm Ventures, Accel, Canaan Partners",6,0
Workhuman,1,23/06/2020,Internet software & services,Dublin,Ireland,Europe,1999,9,ICG,21,0
Xpressbees,1,09/02/2022,"Supply chain, logistics, & delivery",Pune,India,Asia,2012,1,"Norwest Venture Partners, Investcorp, Blackstone",10,1
L&P Cosmetic,1,01/01/2016,Consumer & retail,Seoul,South Korea,Asia,2009,0,CDIB Capital,7,0
Mininglamp Technology,1,27/03/2019,Artificial Intelligence,Beijing,China,Asia,2014,1,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China",5,1
Luoji Siwei,1,20/07/2017,Edtech,Beijing,China,Asia,2012,0,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",5,0
IRL,1,15/06/2021,Internet software & services,San Francisco,United States,North America,2017,0,"Goodwater Capital, Floodgate, Founders Fund",4,0
Modern Health,1,11/02/2021,Health,San Francisco,United States,North America,2017,0,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund",4,0
Tuhu,1,15/09/2018,Auto & transportation,Shanghai,China,Asia,2011,1,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon",7,1
